type,ident,Latitude,Longitude,y_proj,x_proj,comment,display,symbol,dist,proximity,color,altitude,depth,temp,time,wpt_class,sub_class,attrib,link,state,country,city,address,zip,facility,crossroad,ete,dtype,model,filename,ltime,magvar,geoidheight,desc,fix,sat,hdop,vdop,pdop,ageofdgpsdata,dgpsid,dir
WAYPOINT,REIwind01A,-17.045619,-149.544018,-17.045619,-149.544018,2023-09-26T23:10,,Flag, Blue,,,,10.84909,,,2023/09/26 23:10:00+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/27 00:10:00,,,,,,,,,,,
WAYPOINT,RIMwind03BfishE,-17.033105,-149.555854,-17.033105,-149.555854,2023-09-26T21:21,,Flag, Blue,,,,11.390679,,,2023/09/26 21:21:05+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 22:21:05,,,,,,,,,,,
WAYPOINT,RIMwind03D,-17.032947,-149.555476,-17.032947,-149.555476,2023-09-26T21:11,,Flag, Blue,,,,12.342885,,,2023/09/26 21:11:10+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 22:11:10,,,,,,,,,,,
WAYPOINT,RIMwind03C,-17.032908,-149.55556,-17.032908,-149.55556,2023-09-26T21:06,,Flag, Blue,,,,23.338444,,,2023/09/26 21:06:47+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 22:06:47,,,,,,,,,,,
WAYPOINT,RIMwind03B,-17.032877,-149.555682,-17.032877,-149.555682,2023-09-26T21:01,,Flag, Blue,,,,15.613805,,,2023/09/26 21:01:30+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 22:01:30,,,,,,,,,,,
WAYPOINT,RIMwind03BfishS,-17.032871,-149.55567,-17.032871,-149.55567,2023-09-26T21:00,,Flag, Blue,,,,8.114788,,,2023/09/26 21:00:24+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 22:00:24,,,,,,,,,,,
WAYPOINT,RIMwind03A,-17.032819,-149.555737,-17.032819,-149.555737,2023-09-26T20:54,,Flag, Blue,,,,7.202083,,,2023/09/26 20:54:53+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:54:53,,,,,,,,,,,
WAYPOINT,RIMwind02DfishE,-17.033443,-149.55595,-17.033443,-149.55595,2023-09-26T20:41,,Flag, Blue,,,,12.017588,,,2023/09/26 20:41:35+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:41:35,,,,,,,,,,,
WAYPOINT,RIMwind02DfishS,-17.033233,-149.555781,-17.033233,-149.555781,2023-09-26T20:34,,Flag, Blue,,,,6.700751,,,2023/09/26 20:34:04+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:34:04,,,,,,,,,,,
WAYPOINT,RIMwind02D,-17.03323,-149.555776,-17.03323,-149.555776,2023-09-26T20:33,,Flag, Blue,,,,10.937834,,,2023/09/26 20:33:13+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:33:13,,,,,,,,,,,
WAYPOINT,RIMwind02C,-17.033146,-149.555833,-17.033146,-149.555833,2023-09-26T20:28,,Flag, Blue,,,,13.366735,,,2023/09/26 20:28:12+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:28:12,,,,,,,,,,,
WAYPOINT,RIMwind02B,-17.033082,-149.555904,-17.033082,-149.555904,2023-09-26T20:23,,Flag, Blue,,,,3.06234,,,2023/09/26 20:23:21+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:23:21,,,,,,,,,,,
WAYPOINT,RIMwind02A,-17.033016,-149.555973,-17.033016,-149.555973,2023-09-26T20:18,,Flag, Blue,,,,9.037781,,,2023/09/26 20:18:19+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:18:19,,,,,,,,,,,
WAYPOINT,RIMwind01EfishE,-17.033654,-149.555994,-17.033654,-149.555994,2023-09-26T20:01,,Flag, Blue,,,,12.181133,,,2023/09/26 20:01:58+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 21:01:58,,,,,,,,,,,
WAYPOINT,RIMwind01EfishS,-17.033431,-149.555792,-17.033431,-149.555792,2023-09-26T19:57,,Flag, Blue,,,,8.79867,,,2023/09/26 19:57:35+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 20:57:35,,,,,,,,,,,
WAYPOINT,RIMwind01D,-17.033329,-149.555963,-17.033329,-149.555963,2023-09-26T19:50,,Flag, Blue,,,,15.254504,,,2023/09/26 19:50:05+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 20:50:05,,,,,,,,,,,
WAYPOINT,RIMwind01C,-17.03326,-149.556081,-17.03326,-149.556081,2023-09-26T19:45,,Flag, Blue,,,,3.820721,,,2023/09/26 19:45:40+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 20:45:40,,,,,,,,,,,
WAYPOINT,RIMwind01B,-17.03321,-149.5561,-17.03321,-149.5561,2023-09-26T19:36,,Flag, Blue,,,,17.002665,,,2023/09/26 19:36:50+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 20:36:50,,,,,,,,,,,
WAYPOINT,RIMwind01A,-17.033162,-149.556166,-17.033162,-149.556166,2023-09-26T19:30,,Flag, Blue,,,,14.214493,,,2023/09/26 19:30:31+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 20:30:31,,,,,,,,,,,
WAYPOINT,ONEwind11DfishE,-17.01527,-149.593195,-17.01527,-149.593195,2023-09-26T02:26,,Flag, Blue,,,,11.943432,,,2023/09/26 02:26:11+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 03:26:11,,,,,,,,,,,
WAYPOINT,ONEwind11DfishS,-17.015068,-149.592975,-17.015068,-149.592975,2023-09-26T02:19,,Flag, Blue,,,,13.558478,,,2023/09/26 02:19:11+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 03:19:11,,,,,,,,,,,
WAYPOINT,ONEwind11D,-17.015074,-149.592974,-17.015074,-149.592974,2023-09-26T02:18,,Flag, Blue,,,,14.009008,,,2023/09/26 02:18:20+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 03:18:20,,,,,,,,,,,
WAYPOINT,ONEwind11C,-17.015142,-149.592917,-17.015142,-149.592917,2023-09-26T02:09,,Flag, Blue,,,,9.991,,,2023/09/26 02:09:20+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 03:09:20,,,,,,,,,,,
WAYPOINT,ONEwind11B,-17.015215,-149.592898,-17.015215,-149.592898,2023-09-26T02:06,,Flag, Blue,,,,12.2253,,,2023/09/26 02:06:52+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 03:06:52,,,,,,,,,,,
WAYPOINT,ONEwind11A,-17.015247,-149.592816,-17.015247,-149.592816,2023-09-26T02:01,,Flag, Blue,,,,9.980761,,,2023/09/26 02:01:28+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 03:01:28,,,,,,,,,,,
WAYPOINT,OUTFLOW,-17.013733,-149.589583,-17.013733,-149.589583,2023-09-26T01:37,,Flag, Blue,,,,13.558043,,,2023/09/26 01:37:51+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 02:37:51,,,,,,,,,,,
WAYPOINT,ONEwind10BfishE,-17.014272,-149.591713,-17.014272,-149.591713,2023-09-26T01:21,,Flag, Blue,,,,14.074405,,,2023/09/26 01:21:01+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 02:21:01,,,,,,,,,,,
WAYPOINT,ONEwind10D,-17.01406,-149.591481,-17.01406,-149.591481,2023-09-26T01:11,,Flag, Blue,,,,1.690817,,,2023/09/26 01:11:55+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 02:11:55,,,,,,,,,,,
WAYPOINT,ONEwind10C,-17.014182,-149.591503,-17.014182,-149.591503,2023-09-26T01:09,,Flag, Blue,,,,7.570765,,,2023/09/26 01:09:12+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 02:09:12,,,,,,,,,,,
WAYPOINT,ONEwind10BfishS,-17.014238,-149.591438,-17.014238,-149.591438,2023-09-26T01:05,,Flag, Blue,,,,9.6504,,,2023/09/26 01:05:09+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 02:05:09,,,,,,,,,,,
WAYPOINT,ONEwind10B,-17.014239,-149.591407,-17.014239,-149.591407,2023-09-26T01:04,,Flag, Blue,,,,3.646297,,,2023/09/26 01:04:03+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 02:04:03,,,,,,,,,,,
WAYPOINT,ONEwind10A,-17.014361,-149.591334,-17.014361,-149.591334,2023-09-26T00:55,,Flag, Blue,,,,9.314014,,,2023/09/26 00:55:29+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/26 01:55:29,,,,,,,,,,,
WAYPOINT,RIMleeHAL02,-17.026085,-149.560376,-17.026085,-149.560376,2023-09-25T02:00,,Flag, Blue,,,,9.263854,,,2023/09/25 02:00:59+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 03:00:59,,,,,,,,,,,
WAYPOINT,RIMlee06BfishE,-17.027082,-149.560685,-17.027082,-149.560685,2023-09-25T01:40,,Flag, Blue,,,,10.085856,,,2023/09/25 01:40:06+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 02:40:06,,,,,,,,,,,
WAYPOINT,RIMlee06BfishS,-17.026855,-149.560606,-17.026855,-149.560606,2023-09-25T01:36,,Flag, Blue,,,,11.066008,,,2023/09/25 01:36:26+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 02:36:26,,,,,,,,,,,
WAYPOINT,RIMlee06D,-17.026809,-149.560787,-17.026809,-149.560787,2023-09-25T01:25,,Flag, Blue,,,,2.554845,,,2023/09/25 01:25:29+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 02:25:29,,,,,,,,,,,
WAYPOINT,RIMlee06C,-17.026818,-149.560697,-17.026818,-149.560697,2023-09-25T01:18,,Flag, Blue,,,,2.040289,,,2023/09/25 01:18:10+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 02:18:10,,,,,,,,,,,
WAYPOINT,RIMlee06B,-17.02686,-149.5606,-17.02686,-149.5606,2023-09-25T01:11,,Flag, Blue,,,,,,,2023/09/25 01:11:39+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 02:11:39,,,,,,,,,,,
WAYPOINT,RIMllee06A,-17.02689,-149.560517,-17.02689,-149.560517,2023-09-25T01:01,,Flag, Blue,,,,4.179691,,,2023/09/25 01:01:19+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/25 02:01:19,,,,,,,,,,,
WAYPOINT,RIMlee05DfishE,-17.027489,-149.561008,-17.027489,-149.561008,2023-09-24T21:34,,Flag, Blue,,,,9.906274,,,2023/09/24 21:34:36+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 22:34:36,,,,,,,,,,,
WAYPOINT,RIMlee05DfishS,-17.027277,-149.560919,-17.027277,-149.560919,2023-09-24T21:31,,Flag, Blue,,,,14.326759,,,2023/09/24 21:31:46+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 22:31:46,,,,,,,,,,,
WAYPOINT,RIMlee05D,-17.027246,-149.560929,-17.027246,-149.560929,2023-09-24T21:24,,Flag, Blue,,,,13.390845,,,2023/09/24 21:24:11+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 22:24:11,,,,,,,,,,,
WAYPOINT,RIMlee05C,-17.027258,-149.560824,-17.027258,-149.560824,2023-09-24T21:15,,Flag, Blue,,,,16.406553,,,2023/09/24 21:15:25+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 22:15:25,,,,,,,,,,,
WAYPOINT,RIMlee05B,-17.027271,-149.56075,-17.027271,-149.56075,2023-09-24T21:09,,Flag, Blue,,,,6.366252,,,2023/09/24 21:09:10+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 22:09:10,,,,,,,,,,,
WAYPOINT,RIMlee05A,-17.027221,-149.560649,-17.027221,-149.560649,2023-09-24T21:03,,Flag, Blue,,,,15.217019,,,2023/09/24 21:03:04+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 22:03:04,,,,,,,,,,,
WAYPOINT,RIMlee04EfishE,-17.02778,-149.561257,-17.02778,-149.561257,2023-09-24T20:52,,Flag, Blue,,,,15.329649,,,2023/09/24 20:52:45+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 21:52:45,,,,,,,,,,,
WAYPOINT,RIMlee04EfishS,-17.027527,-149.561202,-17.027527,-149.561202,2023-09-24T20:48,,Flag, Blue,,,,13.524064,,,2023/09/24 20:48:42+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 21:48:42,,,,,,,,,,,
WAYPOINT,RIMlee04D,-17.027523,-149.56101,-17.027523,-149.56101,2023-09-24T20:41,,Flag, Blue,,,,9.26858,,,2023/09/24 20:41:07+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 21:41:07,,,,,,,,,,,
WAYPOINT,RIMlee04C,-17.027535,-149.560956,-17.027535,-149.560956,2023-09-24T20:32,,Flag, Blue,,,,9.765754,,,2023/09/24 20:32:19+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 21:32:19,,,,,,,,,,,
WAYPOINT,RIMlee04B,-17.027557,-149.560844,-17.027557,-149.560844,2023-09-24T20:26,,Flag, Blue,,,,9.335393,,,2023/09/24 20:26:30+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 21:26:30,,,,,,,,,,,
WAYPOINT,RIMlee04A,-17.027577,-149.560704,-17.027577,-149.560704,2023-09-24T20:20,,Flag, Blue,,,,13.142458,,,2023/09/24 20:20:16+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 21:20:16,,,,,,,,,,,
WAYPOINT,RIMlee01EfishE,-17.0293,-149.561214,-17.0293,-149.561214,2023-09-24T19:57,,Flag, Blue,,,,18.524988,,,2023/09/24 19:57:37+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 20:57:37,,,,,,,,,,,
WAYPOINT,RIMlee01EfishS,-17.029029,-149.561175,-17.029029,-149.561175,2023-09-24T19:52,,Flag, Blue,,,,18.598417,,,2023/09/24 19:52:07+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 20:52:07,,,,,,,,,,,
WAYPOINT,RIMlee01D,-17.028947,-149.561021,-17.028947,-149.561021,2023-09-24T19:45,,Flag, Blue,,,,13.837112,,,2023/09/24 19:45:29+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 20:45:29,,,,,,,,,,,
WAYPOINT,RIMlee01C,-17.028937,-149.560922,-17.028937,-149.560922,2023-09-24T19:39,,Flag, Blue,,,,15.764585,,,2023/09/24 19:39:28+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 20:39:28,,,,,,,,,,,
WAYPOINT,RIMlee01B,-17.028953,-149.560819,-17.028953,-149.560819,2023-09-24T19:32,,Flag, Blue,,,,14.545095,,,2023/09/24 19:32:08+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 20:32:08,,,,,,,,,,,
WAYPOINT,RIMlee01A,-17.028948,-149.560727,-17.028948,-149.560727,2023-09-24T19:24,,Flag, Blue,,,,12.783459,,,2023/09/24 19:24:38+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 20:24:38,,,,,,,,,,,
WAYPOINT,ONEwind09EfishE,-17.013669,-149.591116,-17.013669,-149.591116,2023-09-24T02:46,,Flag, Blue,,,,16.601103,,,2023/09/24 02:46:00+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:46:00,,,,,,,,,,,
WAYPOINT,ONEwind09EfishS,-17.013593,-149.590847,-17.013593,-149.590847,2023-09-24T02:42,,Flag, Blue,,,,14.518238,,,2023/09/24 02:42:30+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:42:30,,,,,,,,,,,
WAYPOINT,ONEwind09C,-17.013895,-149.5909,-17.013895,-149.5909,2023-09-24T02:37,,Flag, Blue,,,,37.760773,,,2023/09/24 02:37:45+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:37:45,,,,,,,,,,,
WAYPOINT,ONEwind09D,-17.013817,-149.590903,-17.013817,-149.590903,2023-09-24T02:31,,Flag, Blue,,,,34.335899,,,2023/09/24 02:31:40+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:31:40,,,,,,,,,,,
WAYPOINT,ONEwind09B,-17.013944,-149.590786,-17.013944,-149.590786,2023-09-24T02:26,,Flag, Blue,,,,11.429529,,,2023/09/24 02:26:43+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:26:43,,,,,,,,,,,
WAYPOINT,ONEwind09A,-17.013978,-149.590771,-17.013978,-149.590771,2023-09-24T02:21,,Flag, Blue,,,,13.518282,,,2023/09/24 02:21:00+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:21:00,,,,,,,,,,,
WAYPOINT,ONEwind08DfishS,-17.013665,-149.590501,-17.013665,-149.590501,2023-09-24T02:12,,Flag, Blue,,,,16.229334,,,2023/09/24 02:12:35+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:12:35,,,,,,,,,,,
WAYPOINT,ONEwind08DfishE,-17.013678,-149.590694,-17.013678,-149.590694,2023-09-24T02:10,,Flag, Blue,,,,13.971059,,,2023/09/24 02:10:46+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 03:10:46,,,,,,,,,,,
WAYPOINT,ONEwind08C,-17.013733,-149.590447,-17.013733,-149.590447,2023-09-24T01:59,,Flag, Blue,,,,2.276073,,,2023/09/24 01:59:33+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:59:33,,,,,,,,,,,
WAYPOINT,ONEwind08B,-17.013849,-149.59041,-17.013849,-149.59041,2023-09-24T01:53,,Flag, Blue,,,,-4.254552,,,2023/09/24 01:53:41+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:53:41,,,,,,,,,,,
WAYPOINT,ONEwind08A,-17.013956,-149.590287,-17.013956,-149.590287,2023-09-24T01:49,,Flag, Blue,,,,8.778634,,,2023/09/24 01:49:06+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:49:06,,,,,,,,,,,
WAYPOINT,ONEwind07D,-17.013576,-149.5901,-17.013576,-149.5901,2023-09-24T01:30,,Flag, Blue,,,,7.022863,,,2023/09/24 01:30:25+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:30:25,,,,,,,,,,,
WAYPOINT,ONEwind07C,-17.01375,-149.590148,-17.01375,-149.590148,2023-09-24T01:26,,Flag, Blue,,,,14.961229,,,2023/09/24 01:26:21+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:26:21,,,,,,,,,,,
WAYPOINT,ONEwind07BfishS,-17.013751,-149.590038,-17.013751,-149.590038,2023-09-24T01:21,,Flag, Blue,,,,13.559383,,,2023/09/24 01:21:00+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:21:00,,,,,,,,,,,
WAYPOINT,ONEwind07B,-17.01375,-149.590071,-17.01375,-149.590071,2023-09-24T01:20,,Flag, Blue,,,,20.592724,,,2023/09/24 01:20:14+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:20:14,,,,,,,,,,,
WAYPOINT,ONEwind07A,-17.013847,-149.590055,-17.013847,-149.590055,2023-09-24T01:12,,Flag, Blue,,,,9.949303,,,2023/09/24 01:12:20+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 02:12:20,,,,,,,,,,,
WAYPOINT,ONEoutflow,-17.013774,-149.589607,-17.013774,-149.589607,2023-09-24T00:49,,Flag, Blue,,,,-1.424235,,,2023/09/24 00:49:12+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/24 01:49:12,,,,,,,,,,,
WAYPOINT,RIMlee02DfishE,-17.028903,-149.561016,-17.028903,-149.561016,2023-09-23T21:14,,Flag, Blue,,,,12.696448,,,2023/09/23 21:14:23+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 22:14:23,,,,,,,,,,,
WAYPOINT,RIMlee02DfishS,-17.028634,-149.56095,-17.028634,-149.56095,2023-09-23T21:10,,Flag, Blue,,,,15.658902,,,2023/09/23 21:10:37+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 22:10:37,,,,,,,,,,,
WAYPOINT,RIMlee02D,-17.028652,-149.560935,-17.028652,-149.560935,2023-09-23T21:07,,Flag, Blue,,,,12.473869,,,2023/09/23 21:07:05+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 22:07:05,,,,,,,,,,,
WAYPOINT,RIMlee02C,-17.028651,-149.560846,-17.028651,-149.560846,2023-09-23T21:02,,Flag, Blue,,,,15.264868,,,2023/09/23 21:02:34+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 22:02:34,,,,,,,,,,,
WAYPOINT,RIMlee02B,-17.028612,-149.560753,-17.028612,-149.560753,2023-09-23T20:58,,Flag, Blue,,,,13.026265,,,2023/09/23 20:58:07+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 21:58:07,,,,,,,,,,,
WAYPOINT,RIMlee02A,-17.028627,-149.56066,-17.028627,-149.56066,2023-09-23T20:52,,Flag, Blue,,,,9.543769,,,2023/09/23 20:52:46+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 21:52:46,,,,,,,,,,,
WAYPOINT,RIMlee03HAL,-17.0284,-149.560622,-17.0284,-149.560622,2023-09-23T20:22,,Flag, Blue,,,,16.330282,,,2023/09/23 20:22:10+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 21:22:10,,,,,,,,,,,
WAYPOINT,RIMlee03D,-17.028512,-149.560951,-17.028512,-149.560951,2023-09-23T20:11,,Flag, Blue,,,,17.740919,,,2023/09/23 20:11:28+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 21:11:28,,,,,,,,,,,
WAYPOINT,RIMlee03C,-17.028455,-149.560886,-17.028455,-149.560886,2023-09-23T19:58,,Flag, Blue,,,,11.787203,,,2023/09/23 19:58:18+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 20:58:18,,,,,,,,,,,
WAYPOINT,RIMlee03BfishE,-17.028702,-149.56083,-17.028702,-149.56083,2023-09-23T19:51,,Flag, Blue,,,,11.017484,,,2023/09/23 19:51:10+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 20:51:10,,,,,,,,,,,
WAYPOINT,RIMlee03BfishS,-17.028444,-149.560794,-17.028444,-149.560794,2023-09-23T19:38,,Flag, Blue,,,,11.91361,,,2023/09/23 19:38:52+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 20:38:52,,,,,,,,,,,
WAYPOINT,RIMlee03B,-17.028441,-149.560794,-17.028441,-149.560794,2023-09-23T19:38,,Flag, Blue,,,,13.421906,,,2023/09/23 19:38:03+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 20:38:03,,,,,,,,,,,
WAYPOINT,RIMlee03A,-17.028434,-149.560695,-17.028434,-149.560695,2023-09-23T19:29,,Flag, Blue,,,,12.569639,,,2023/09/23 19:29:51+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 20:29:51,,,,,,,,,,,
WAYPOINT,ONEwind06EfishE,-17.017816,-149.595402,-17.017816,-149.595402,2023-09-23T03:06,,Flag, Blue,,,,7.947714,,,2023/09/23 03:06:23+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 04:06:23,,,,,,,,,,,
WAYPOINT,ONEwind06EfishS,-17.01768,-149.595186,-17.01768,-149.595186,2023-09-23T02:59,,Flag, Blue,,,,8.021939,,,2023/09/23 02:59:31+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 03:59:31,,,,,,,,,,,
WAYPOINT,ONEwind05DfishE,-17.01757,-149.594896,-17.01757,-149.594896,2023-09-23T02:47,,Flag, Blue,,,,19.081036,,,2023/09/23 02:47:12+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 03:47:12,,,,,,,,,,,
WAYPOINT,ONEwind05DfishS,-17.017391,-149.59467,-17.017391,-149.59467,2023-09-23T02:38,,Flag, Blue,,,,12.453698,,,2023/09/23 02:38:40+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 03:38:40,,,,,,,,,,,
WAYPOINT,ONEwind04BfishE,-17.017275,-149.594607,-17.017275,-149.594607,2023-09-23T02:28,,Flag, Blue,,,,17.39426,,,2023/09/23 02:28:24+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 03:28:24,,,,,,,,,,,
WAYPOINT,ONEwind04BfishS,-17.01712,-149.59435,-17.01712,-149.59435,2023-09-23T02:23,,Flag, Blue,,,,14.862828,,,2023/09/23 02:23:01+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 03:23:01,,,,,,,,,,,
WAYPOINT,ONEwind03EfishE,-17.016486,-149.594473,-17.016486,-149.594473,2023-09-23T02:07,,Flag, Blue,,,,15.092876,,,2023/09/23 02:07:01+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 03:07:01,,,,,,,,,,,
WAYPOINT,ONEwind03EfishS,-17.016325,-149.594242,-17.016325,-149.594242,2023-09-23T01:56,,Flag, Blue,,,,17.152866,,,2023/09/23 01:56:11+00,,,,,,,,,,,,,,garmin GPS 73 Worldwide Software Version 250,,2023/09/23 02:56:11,,,,,,,,,,,
